iter	Logloss
0	0.6609964
1	0.6318746903
2	0.5990462808
3	0.5691863732
4	0.5397962996
5	0.5139568036
6	0.4886364763
7	0.4650018453
8	0.443952607
9	0.4236646018
10	0.4034018201
11	0.3798590166
12	0.3617632071
13	0.3452529205
14	0.3266093207
15	0.3111877609
16	0.2945256628
17	0.2811654872
18	0.2668674215
19	0.2541918576
20	0.2421975278
21	0.2294289645
22	0.2174458397
23	0.2071979182
24	0.1963140245
25	0.1871926817
26	0.1778858436
27	0.1690073984
28	0.1607989636
29	0.1522476625
30	0.1440000054
31	0.1365819933
32	0.1300003151
33	0.123100968
34	0.1168009837
35	0.1112114106
36	0.105997576
37	0.1007388658
38	0.09574969442
39	0.09171775354
40	0.08749572657
41	0.08320616884
42	0.07917641486
43	0.07515276626
44	0.07155930183
45	0.06799336265
46	0.06463444167
47	0.06165945022
48	0.05875314877
49	0.05614836646
50	0.05361651703
51	0.05108884875
52	0.04887698112
53	0.04669371951
54	0.04462442042
55	0.0426633155
56	0.04062937697
57	0.03888515571
58	0.03722776561
59	0.03567717916
60	0.03421790086
61	0.03264391092
62	0.03124972509
63	0.03000532316
64	0.02881872528
65	0.02763890834
66	0.02643291224
67	0.02521552673
68	0.02426066804
69	0.02334949906
70	0.02251936735
71	0.021784286
72	0.02090602182
73	0.02011601525
74	0.01945113138
75	0.01882285839
76	0.01808731675
77	0.01744812321
78	0.01679694836
79	0.01601495547
80	0.0153848306
81	0.0148462227
82	0.01436243927
83	0.01386134474
84	0.01337436054
85	0.01298496494
86	0.01255784639
87	0.01210460363
88	0.01174334271
89	0.01142218389
90	0.01111507277
91	0.01072295288
92	0.01034703788
93	0.01003671804
94	0.009763071483
95	0.009482240244
96	0.009217413594
97	0.008957277751
98	0.008742510355
99	0.008515938665
100	0.008314900933
101	0.008058149327
102	0.007837358718
103	0.007669795378
104	0.00750483564
105	0.007308753794
106	0.007159064359
107	0.006977120902
108	0.006821258732
109	0.006643734545
110	0.006500711341
111	0.006312826219
112	0.00619452798
113	0.006072226864
114	0.005905411671
115	0.005765532549
116	0.005628958873
117	0.005551700348
118	0.005475920706
119	0.005368722634
120	0.005269157972
121	0.005193347702
122	0.005084899092
123	0.005022837287
124	0.004937398463
125	0.004853156118
126	0.004790568064
127	0.004716513034
128	0.004599257727
129	0.004533081461
130	0.004430059805
131	0.004346752443
132	0.004289625237
133	0.004225981841
134	0.004149976878
135	0.004110437513
136	0.004033977491
137	0.003938662123
138	0.003866891611
139	0.00379213103
140	0.003760775955
141	0.003701866561
142	0.003654627627
143	0.003624904857
144	0.003572533714
145	0.003512923919
146	0.003486232115
147	0.003444226474
148	0.003390533031
149	0.003328605292
150	0.003291960371
151	0.003268640205
152	0.003216958873
153	0.003171194935
154	0.003138526621
155	0.003102082678
156	0.003057367721
157	0.003032445069
158	0.00300802014
159	0.00297841251
160	0.002955066033
161	0.00291247522
162	0.002890182446
163	0.002863591092
164	0.002850620005
165	0.002826096847
166	0.002801375098
167	0.002780430159
168	0.002750223866
169	0.002725911735
170	0.002696351149
171	0.002670899933
172	0.002646250685
173	0.002622480312
174	0.002603820456
175	0.002579325859
176	0.002568572869
177	0.002541982484
178	0.002516450603
179	0.002490519093
180	0.002473332233
181	0.002452273096
182	0.002426132624
183	0.002403287571
184	0.002374371877
185	0.002344164771
186	0.002324242754
187	0.002304698626
188	0.002285354523
189	0.002267614167
190	0.002250986879
191	0.002228431049
192	0.00221309293
193	0.002197520499
194	0.002180495063
195	0.002164337447
196	0.002152046776
197	0.002140489195
198	0.002120868539
199	0.002107024289
200	0.00209574378
201	0.002077088345
202	0.002064946589
203	0.002051606005
204	0.00203490555
205	0.002023574766
206	0.002010276893
207	0.001997435718
208	0.00198527506
209	0.001974595581
210	0.001964721508
211	0.001954913476
212	0.001941355918
213	0.001923238295
214	0.0019140486
215	0.001903735251
216	0.001889282995
217	0.001879938524
218	0.001870799955
219	0.001862605034
220	0.001851180148
221	0.001842585873
222	0.001833801046
223	0.00182088442
224	0.001811445482
225	0.001802807855
226	0.001789695286
227	0.00177652586
228	0.001768682385
229	0.001761064052
230	0.001753607184
231	0.00174508309
232	0.00173450804
233	0.001726904012
234	0.001719954979
235	0.001711575394
236	0.00170368824
237	0.001696525233
238	0.001686148838
239	0.001678521904
240	0.00167219564
241	0.001665502195
242	0.001657333181
243	0.001650240485
244	0.001642149601
245	0.001636410104
246	0.001629794645
247	0.001622572574
248	0.001616709442
249	0.001610525597
250	0.001606013739
251	0.00159852963
252	0.001592621731
253	0.001584408953
254	0.001572377241
255	0.001567089448
256	0.00156086895
257	0.001555956224
258	0.001547208521
259	0.001540664884
260	0.001536901952
261	0.001531894673
262	0.001526376581
263	0.001521369006
264	0.001513548354
265	0.001508330982
266	0.001503302821
267	0.001500772856
268	0.001495975323
269	0.001486808014
270	0.001480192449
271	0.001476203418
272	0.001470967841
273	0.00146930795
274	0.001466240589
275	0.001462911825
276	0.001457932858
277	0.00145277758
278	0.001447902787
279	0.001443049107
280	0.001440492402
281	0.001435675057
282	0.001429871488
283	0.001427173151
284	0.001422260461
285	0.001420010624
286	0.001415273227
287	0.001412802421
288	0.001409022821
289	0.001404329162
290	0.00140216453
291	0.001395622211
292	0.001391271169
293	0.001387331208
294	0.00138342687
295	0.001379176749
296	0.001375127473
297	0.001372889277
298	0.001369728565
299	0.001367491613
300	0.001365525267
301	0.00136399202
302	0.001361749805
303	0.00135846934
304	0.001349289489
305	0.001345620027
306	0.001341910174
307	0.001340532113
308	0.001336293695
309	0.001334479564
310	0.001330461035
311	0.001326092448
312	0.001321672615
313	0.001319483775
314	0.001317493605
315	0.001310482539
316	0.001308848011
317	0.001303805072
